name,year,month,retail_and_recreation_percent_change_from_baseline
Kuwait,2020,7,-38.28225806451613
Kuwait,2020,8,-32.248868778280546
Kuwait,2020,9,-23.6
Kuwait,2020,10,-21.58467741935484
Kuwait,2020,11,-20.091666666666665
Kuwait,2020,12,-18.620967741935484
Kuwait,2021,1,-21.08467741935484
Kuwait,2021,2,-24.620535714285715
Kuwait,2021,3,-36.494565217391305
Kyrgyzstan,2020,2,3.12
Kyrgyzstan,2020,3,-17.473684210526315
Kyrgyzstan,2020,4,-63.25238095238095
Kyrgyzstan,2020,5,-32.18518518518518
Kyrgyzstan,2020,6,-3.299492385786802
Kyrgyzstan,2020,7,-20.407239819004523
Kyrgyzstan,2020,8,-9.248275862068965
Kyrgyzstan,2020,9,-7.211538461538462
Kyrgyzstan,2020,10,-14.317535545023697
Kyrgyzstan,2020,11,-18.892018779342724
Kyrgyzstan,2020,12,-17.63348416289593
Kyrgyzstan,2021,1,-32.32188841201717
Kyrgyzstan,2021,2,-29.70952380952381
Kyrgyzstan,2021,3,-23.35928143712575
Laos,2020,2,0.3333333333333333
Laos,2020,3,-13.35483870967742
Laos,2020,4,-55.06666666666667
Laos,2020,5,-27.161290322580644
Laos,2020,6,-9.066666666666666
Laos,2020,7,-5.645161290322581
Laos,2020,8,-6.548387096774194
Laos,2020,9,-7.833333333333333
Laos,2020,10,-9.774193548387096
Laos,2020,11,-11.7
Laos,2020,12,-8.709677419354838
Laos,2021,1,-14.935483870967742
Laos,2021,2,-11.928571428571429
Laos,2021,3,-9.652173913043478
Latvia,2020,2,-0.08415841584158416
Latvia,2020,3,-16.551564310544613
Latvia,2020,4,-35.789308176100626
Latvia,2020,5,-12.607913669064748
Latvia,2020,6,1.4633333333333334
Latvia,2020,7,10.185314685314685
Latvia,2020,8,9.883720930232558
Latvia,2020,9,-0.7063829787234043
Latvia,2020,10,-9.03943661971831
Latvia,2020,11,-21.673529411764704
Latvia,2020,12,-29.428571428571427
Latvia,2021,1,-43.49715909090909
Latvia,2021,2,-37.614886731391586
Latvia,2021,3,-30.132295719844358
Lebanon,2020,2,0.9313432835820895
Lebanon,2020,3,-35.294294294294296
Lebanon,2020,4,-50.31076923076923
Lebanon,2020,5,-28.353028064992614
Lebanon,2020,6,-5.661466458658347
Lebanon,2020,7,-1.0735735735735736
Lebanon,2020,8,-14.911627906976744
Lebanon,2020,9,-5.018595041322314
Lebanon,2020,10,-8.813988095238095
Lebanon,2020,11,-26.852134146341463
Lebanon,2020,12,-6.6946107784431135
Lebanon,2021,1,-44.89208633093525
Lebanon,2021,2,-37.7059748427673
Lebanon,2021,3,-19.047524752475248
Libya,2020,2,4.05
Libya,2020,3,-17.217741935483872
Libya,2020,4,-44.458333333333336
Libya,2020,5,-15.487804878048781
Libya,2020,6,-5.3
Libya,2020,7,3.1451612903225805
Libya,2020,8,-14.531645569620252
Libya,2020,9,2.5
Libya,2020,10,17.096774193548388
Libya,2020,11,21.05
Libya,2020,12,27.45967741935484
Libya,2021,1,30.653225806451612
Libya,2021,2,38.285714285714285
Libya,2021,3,51.2967032967033
Lithuania,2020,2,1.64568345323741
Lithuania,2020,3,-27.29485935984481
Lithuania,2020,4,-50.192746113989635
Lithuania,2020,5,-26.155774395702775
Lithuania,2020,6,-16.137096774193548
Lithuania,2020,7,-8.66993755575379
Lithuania,2020,8,-7.948571428571428
Lithuania,2020,9,-14.876484560570072
Lithuania,2020,10,-22.524086378737543
Lithuania,2020,11,-40.92895683453237
Lithuania,2020,12,-49.16438356164384
Lithuania,2021,1,-61.093484419263454
Lithuania,2021,2,-53.809866392600206
Lithuania,2021,3,-42.78228782287823
Luxembourg,2020,2,-4.866666666666666
Luxembourg,2020,3,-44.0
Luxembourg,2020,4,-77.63333333333334
Luxembourg,2020,5,-54.58064516129032
Luxembourg,2020,6,-23.2
Luxembourg,2020,7,-13.387096774193548
Luxembourg,2020,8,-21.580645161290324
Luxembourg,2020,9,-14.833333333333334
Luxembourg,2020,10,-19.387096774193548
Luxembourg,2020,11,-25.766666666666666
Luxembourg,2020,12,-47.645161290322584
Luxembourg,2021,1,-52.645161290322584
Luxembourg,2021,2,-41.535714285714285
Luxembourg,2021,3,-38.608695652173914
Malaysia,2020,2,-2.8117647058823527
Malaysia,2020,3,-34.88614800759013
Malaysia,2020,4,-77.16666666666667
Malaysia,2020,5,-58.499051233396585
Malaysia,2020,6,-31.480392156862745
Malaysia,2020,7,-17.368121442125236
Malaysia,2020,8,-13.80287474332649
Malaysia,2020,9,-14.935550935550935
Malaysia,2020,10,-26.616698292220114
Malaysia,2020,11,-32.07450980392157
Malaysia,2020,12,-19.15180265654649
Malaysia,2021,1,-36.267552182163186
Malaysia,2021,2,-37.98109243697479
Malaysia,2021,3,-18.90537084398977
Mali,2020,2,1.2
Mali,2020,3,-6.419354838709677
Mali,2020,4,-23.65
Mali,2020,5,-17.048387096774192
Mali,2020,6,-4.433333333333334
Mali,2020,7,-3.9516129032258065
Mali,2020,8,-7.431034482758621
Mali,2020,9,-3.2413793103448274
Mali,2020,10,-8.903225806451612
Mali,2020,11,-8.616666666666667
Mali,2020,12,-5.758064516129032
Mali,2021,1,-4.064516129032258
Mali,2021,2,-2.6785714285714284
Mali,2021,3,1.2173913043478262
Mexico,2020,2,0.6585858585858586
Mexico,2020,3,-15.173998044965787
Mexico,2020,4,-56.42323232323233
Mexico,2020,5,-55.27565982404692
Mexico,2020,6,-46.55656565656566
Mexico,2020,7,-39.541544477028346
Mexico,2020,8,-32.96383186705767
Mexico,2020,9,-32.008080808080805
Mexico,2020,10,-31.40175953079179
Mexico,2020,11,-27.98080808080808
Mexico,2020,12,-20.818181818181817
Mexico,2021,1,-33.92375366568915
Mexico,2021,2,-30.028138528138527
Mexico,2021,3,-23.474308300395258
Moldova,2020,2,1.2666666666666666
Moldova,2020,3,-31.193548387096776
Moldova,2020,4,-56.93333333333333
Moldova,2020,5,-32.38709677419355
Moldova,2020,6,-14.4
Moldova,2020,7,-5.806451612903226
Moldova,2020,8,-1.6774193548387097
Moldova,2020,9,-5.933333333333334
Moldova,2020,10,-14.580645161290322
Moldova,2020,11,-20.266666666666666
Moldova,2020,12,-19.741935483870968
Moldova,2021,1,-29.838709677419356
Moldova,2021,2,-26.785714285714285
Moldova,2021,3,-25.217391304347824
Mongolia,2020,2,-24.8
Mongolia,2020,3,-23.35483870967742
Mongolia,2020,4,-10.516666666666667
Mongolia,2020,5,5.596774193548387
Mongolia,2020,6,9.1
Mongolia,2020,7,8.82258064516129
Mongolia,2020,8,24.27027027027027
Mongolia,2020,9,48.19512195121951
Mongolia,2020,10,45.645161290322584
Mongolia,2020,11,-26.75
Mongolia,2020,12,-41.53225806451613
Mongolia,2021,1,-33.645161290322584
Mongolia,2021,2,-26.446428571428573
Mongolia,2021,3,9.91304347826087
Morocco,2020,2,1.3333333333333333
Morocco,2020,3,-40.233870967741936
Morocco,2020,4,-82.51666666666667
Morocco,2020,5,-79.20161290322581
Morocco,2020,6,-55.775
Morocco,2020,7,-24.096774193548388
Morocco,2020,8,-31.870967741935484
Morocco,2020,9,-28.183333333333334
Morocco,2020,10,-26.798387096774192
Morocco,2020,11,-27.45
Morocco,2020,12,-25.217741935483872
Morocco,2021,1,-28.580645161290324
Morocco,2021,2,-24.508928571428573
Morocco,2021,3,-18.75
Mozambique,2020,2,-4.3238095238095235
Mozambique,2020,3,-6.710407239819005
Mozambique,2020,4,-25.17180616740088
Mozambique,2020,5,-17.387665198237887
Mozambique,2020,6,-15.013636363636364
Mozambique,2020,7,-10.471111111111112
Mozambique,2020,8,-6.804195804195804
Mozambique,2020,9,-10.36046511627907
Mozambique,2020,10,-15.789915966386555
Mozambique,2020,11,-13.248908296943231
Mozambique,2020,12,-10.665217391304347
Mozambique,2021,1,-25.68548387096774
Mozambique,2021,2,-27.72398190045249
Mozambique,2021,3,-18.85542168674699
Namibia,2020,2,-3.088888888888889
Namibia,2020,3,-13.172043010752688
Namibia,2020,4,-53.536842105263155
Namibia,2020,5,-24.489583333333332
Namibia,2020,6,-21.211111111111112
Namibia,2020,7,-18.1875
Namibia,2020,8,-22.078125
Namibia,2020,9,-19.356164383561644
Namibia,2020,10,-14.364583333333334
Namibia,2020,11,-9.347826086956522
Namibia,2020,12,-6.157894736842105
Namibia,2021,1,-22.642105263157895
Namibia,2021,2,-16.166666666666668
Namibia,2021,3,-10.47887323943662
Nepal,2020,2,3.3333333333333335
Nepal,2020,3,-21.870967741935484
Nepal,2020,4,-76.43333333333334
Nepal,2020,5,-69.48387096774194
Nepal,2020,6,-48.4
Nepal,2020,7,-30.258064516129032
Nepal,2020,8,-47.83870967741935
Nepal,2020,9,-44.266666666666666
Nepal,2020,10,-33.32258064516129
Nepal,2020,11,-27.966666666666665
Nepal,2020,12,-19.129032258064516
Nepal,2021,1,-17.193548387096776
Nepal,2021,2,-8.857142857142858
Nepal,2021,3,-0.21739130434782608
Netherlands,2020,2,2.0052724077328645
Netherlands,2020,3,-22.443498452012385
Netherlands,2020,4,-37.353683492496586
Netherlands,2020,5,-23.18104280656582
Netherlands,2020,6,-2.9854698094930576
Netherlands,2020,7,8.651240675901963
Netherlands,2020,8,2.3816326530612244
Netherlands,2020,9,1.5537600994406464
Netherlands,2020,10,-16.641399000713776
Netherlands,2020,11,-22.53934191702432
Netherlands,2020,12,-36.44216417910448
Netherlands,2021,1,-55.15392962331421
Netherlands,2021,2,-46.67689655172414
Netherlands,2021,3,-36.41818945599664
New Zealand,2020,2,0.6078431372549019
New Zealand,2020,3,-24.381404174573056
New Zealand,2020,4,-89.44863731656184
New Zealand,2020,5,-49.568548387096776
New Zealand,2020,6,-16.024896265560166
New Zealand,2020,7,-8.565965583173996
New Zealand,2020,8,-12.544
New Zealand,2020,9,-4.875609756097561
New Zealand,2020,10,0.4838095238095238
New Zealand,2020,11,0.6823529411764706
New Zealand,2020,12,9.703632887189293
New Zealand,2021,1,1.2241379310344827
New Zealand,2021,2,0.6173361522198731
New Zealand,2021,3,1.4215938303341902
Nicaragua,2020,2,-1.5912408759124088
Nicaragua,2020,3,-17.286195286195287
Nicaragua,2020,4,-33.75796178343949
Nicaragua,2020,5,-37.422492401215806
Nicaragua,2020,6,-38.01577287066246
Nicaragua,2020,7,-28.860681114551085
Nicaragua,2020,8,-22.80094786729858
Nicaragua,2020,9,-19.9
Nicaragua,2020,10,-20.402476780185758
Nicaragua,2020,11,-17.21122112211221
Nicaragua,2020,12,-0.6813559322033899
Nicaragua,2021,1,-11.141447368421053
Nicaragua,2021,2,-7.7709090909090905
Nicaragua,2021,3,-2.8295964125560538
Niger,2020,2,0.5555555555555556
Niger,2020,3,-8.46236559139785
Niger,2020,4,-27.655555555555555
Niger,2020,5,-15.408602150537634
Niger,2020,6,2.3333333333333335
Niger,2020,7,0.46236559139784944
Niger,2020,8,0.6458333333333334
Niger,2020,9,26.166666666666668
Niger,2020,10,13.978494623655914
Niger,2020,11,15.044444444444444
Niger,2020,12,12.365591397849462
Niger,2021,1,14.516129032258064
Niger,2021,2,9.773809523809524
Niger,2021,3,9.666666666666666
Nigeria,2020,2,-1.966994382022472
Nigeria,2020,3,-8.502376103190768
Nigeria,2020,4,-47.680679405520166
Nigeria,2020,5,-37.119644300727565
Nigeria,2020,6,-23.255118755118755
Nigeria,2020,7,-14.571543408360128
Nigeria,2020,8,-9.483777937995674
Nigeria,2020,9,-9.517717717717717
Nigeria,2020,10,-19.347551342812007
Nigeria,2020,11,-9.609147609147609
Nigeria,2020,12,-4.825152129817444
Nigeria,2021,1,-9.436407964242179
Nigeria,2021,2,-4.644191343963554
Nigeria,2021,3,0.23314917127071824
Norway,2020,2,0.7909535452322738
Norway,2020,3,-27.797411003236245
Norway,2020,4,-30.04459930313589
Norway,2020,5,-10.924885695623775
Norway,2020,6,7.3008447043534765
Norway,2020,7,14.439252336448599
Norway,2020,8,2.2799575821845175
Norway,2020,9,-0.4427947598253275
Norway,2020,10,-0.5089712918660287
Norway,2020,11,-6.48145738451529
Norway,2020,12,-3.598445595854922
Norway,2021,1,-27.155785391079508
Norway,2021,2,-16.809722222222224
Norway,2021,3,-18.396114864864863
Oman,2020,2,-1.4466666666666668
Oman,2020,3,-20.451612903225808
Oman,2020,4,-49.92666666666667
Oman,2020,5,-44.24193548387097
Oman,2020,6,-28.836666666666666
Oman,2020,7,-24.696774193548386
Oman,2020,8,-33.71707317073171
Oman,2020,9,-23.282608695652176
Oman,2020,10,-26.925806451612903
Oman,2020,11,-23.44
Oman,2020,12,-22.47741935483871
Oman,2021,1,-22.787096774193547
Oman,2021,2,-22.40714285714286
Oman,2021,3,-22.83478260869565
Pakistan,2020,2,0.9614035087719298
Pakistan,2020,3,-21.568760611205434
Pakistan,2020,4,-57.15964912280702
Pakistan,2020,5,-38.55687606112054
Pakistan,2020,6,-29.36842105263158
Pakistan,2020,7,-18.23599320882852
Pakistan,2020,8,-17.40508806262231
Pakistan,2020,9,-2.320388349514563
Pakistan,2020,10,-0.21901528013582344
Pakistan,2020,11,1.5017543859649123
Pakistan,2020,12,2.6876061120543295
Pakistan,2021,1,2.9847198641765704
Pakistan,2021,2,10.454887218045112
Pakistan,2021,3,18.226544622425628
Panama,2020,2,-4.166666666666667
Panama,2020,3,-38.0
Panama,2020,4,-83.81666666666666
Panama,2020,5,-77.45161290322581
Panama,2020,6,-65.83333333333333
Panama,2020,7,-67.01612903225806
Panama,2020,8,-65.2258064516129
Panama,2020,9,-55.516666666666666
Panama,2020,10,-46.516129032258064
Panama,2020,11,-42.25
Panama,2020,12,-39.596774193548384
Panama,2021,1,-67.2741935483871
Panama,2021,2,-49.625
Panama,2021,3,-32.43478260869565
Papua New Guinea,2020,2,6.266666666666667
Papua New Guinea,2020,3,-4.387096774193548
Papua New Guinea,2020,4,-18.5
Papua New Guinea,2020,5,-0.7741935483870968
Papua New Guinea,2020,6,5.266666666666667
Papua New Guinea,2020,7,10.129032258064516
Papua New Guinea,2020,8,4.6875
Papua New Guinea,2020,9,14.8
Papua New Guinea,2020,10,16.903225806451612
Papua New Guinea,2020,11,22.2
Papua New Guinea,2020,12,31.129032258064516
Papua New Guinea,2021,1,9.225806451612904
Papua New Guinea,2021,2,15.214285714285714
Papua New Guinea,2021,3,2.5217391304347827
Paraguay,2020,2,-4.171314741035856
Paraguay,2020,3,-33.1412213740458
Paraguay,2020,4,-56.30844793713163
Paraguay,2020,5,-40.79541108986616
Paraguay,2020,6,-30.287401574803148
Paraguay,2020,7,-25.739047619047618
Paraguay,2020,8,-24.011661807580175
Paraguay,2020,9,-27.346938775510203
Paraguay,2020,10,-21.664772727272727
Paraguay,2020,11,-22.02348336594912
Paraguay,2020,12,-17.19083969465649
Paraguay,2021,1,-24.763705103969755
Paraguay,2021,2,-19.658333333333335
Paraguay,2021,3,-22.47826086956522
Peru,2020,2,0.37229102167182665
Peru,2020,3,-37.229294478527606
Peru,2020,4,-75.44107452339688
Peru,2020,5,-79.67418899858956
Peru,2020,6,-73.58984375
Peru,2020,7,-58.62152926099957
Peru,2020,8,-54.48712206047033
Peru,2020,9,-49.44467213114754
Peru,2020,10,-40.43695823483058
Peru,2020,11,-33.79780309194467
Peru,2020,12,-26.67511885895404
Peru,2021,1,-33.90067273446775
Peru,2021,2,-43.81989482909729
Peru,2021,3,-34.125461254612546
Philippines,2020,2,-1.0384615384615385
Philippines,2020,3,-36.95657568238214
Philippines,2020,4,-77.05128205128206
Philippines,2020,5,-68.00496277915633
Philippines,2020,6,-49.526923076923076
Philippines,2020,7,-45.11538461538461
Philippines,2020,8,-45.88015463917526
Philippines,2020,9,-44.45789473684211
Philippines,2020,10,-43.859801488833746
Philippines,2020,11,-38.27564102564103
Philippines,2020,12,-25.69727047146402
Philippines,2021,1,-36.10421836228288
Philippines,2021,2,-33.239010989010985
Philippines,2021,3,-28.33277591973244
Poland,2020,2,4.154974058199865
Poland,2020,3,-28.280613467529356
Poland,2020,4,-49.599514563106794
Poland,2020,5,-20.898260543111
Poland,2020,6,4.002234636871508
Poland,2020,7,15.998218738867118
Poland,2020,8,14.92123629112662
Poland,2020,9,9.013769641989308
Poland,2020,10,-8.671747294013695
Poland,2020,11,-25.66650780412248
Poland,2020,12,-14.067173785839673
Poland,2021,1,-30.298567066008925
Poland,2021,2,-20.65775950668037
Poland,2021,3,-17.003705991352685
Portugal,2020,2,4.764672036823936
Portugal,2020,3,-41.63100861350375
Portugal,2020,4,-70.97793063915162
Portugal,2020,5,-49.790304709141274
Portugal,2020,6,-24.21443298969072
Portugal,2020,7,-10.274170274170274
Portugal,2020,8,3.133101348412353
Portugal,2020,9,-8.770079939094023
Portugal,2020,10,-15.01381059751973
Portugal,2020,11,-26.795474325500436
Portugal,2020,12,-20.062623972796825
Portugal,2021,1,-50.544800884955755
Portugal,2021,2,-62.158197217180884
Portugal,2021,3,-50.66580118694362
Puerto Rico,2020,2,-0.6867469879518072
Puerto Rico,2020,3,-38.11807580174927
Puerto Rico,2020,4,-68.70219198790628
Puerto Rico,2020,5,-45.72139303482587
Puerto Rico,2020,6,-21.696250956388678
Puerto Rico,2020,7,-18.404444444444444
Puerto Rico,2020,8,-22.212951432129515
Puerto Rico,2020,9,-21.514195583596216
Puerto Rico,2020,10,-20.89210716871832
Puerto Rico,2020,11,-22.4468085106383
Puerto Rico,2020,12,-22.450765864332602
Puerto Rico,2021,1,-22.382545454545454
Puerto Rico,2021,2,-14.77366255144033
Puerto Rico,2021,3,-12.88140703517588
Qatar,2020,2,-1.3666666666666667
Qatar,2020,3,-29.629032258064516
Qatar,2020,4,-57.85
Qatar,2020,5,-53.33870967741935
Qatar,2020,6,-26.416666666666668
Qatar,2020,7,-14.870967741935484
Qatar,2020,8,-12.17741935483871
Qatar,2020,9,-9.1
Qatar,2020,10,-8.225806451612904
Qatar,2020,11,-5.433333333333334
Qatar,2020,12,-2.7903225806451615
Qatar,2021,1,-7.67741935483871
Qatar,2021,2,-8.178571428571429
Qatar,2021,3,-6.5
Romania,2020,2,2.7092113184828417
Romania,2020,3,-30.43525179856115
Romania,2020,4,-63.48786717752235
Romania,2020,5,-39.98205445544554
Romania,2020,6,-10.53523871386814
Romania,2020,7,-5.073339628580422
Romania,2020,8,-4.465859564164649
Romania,2020,9,-4.3375
Romania,2020,10,-15.559769417475728
Romania,2020,11,-27.200756381972898
Romania,2020,12,-25.801597051597053
Romania,2021,1,-31.84447852760736
Romania,2021,2,-22.760497144776622
Romania,2021,3,-21.266968325791854
Russia,2020,2,6.603921568627451
Russia,2020,3,-2.844402277039848
Russia,2020,4,-52.049019607843135
Russia,2020,5,-38.296015180265655
Russia,2020,6,-19.38235294117647
Russia,2020,7,-9.64516129032258
Russia,2020,8,-4.0
Russia,2020,9,-4.301960784313725
Russia,2020,10,-12.100569259962048
Russia,2020,11,-17.05686274509804
Russia,2020,12,-14.734345351043643
Russia,2021,1,-26.4573055028463
Russia,2021,2,-20.235294117647058
Russia,2021,3,-13.772378516624041
Rwanda,2020,2,-0.6986301369863014
Rwanda,2020,3,-21.102739726027398
Rwanda,2020,4,-63.92307692307692
Rwanda,2020,5,-36.37748344370861
Rwanda,2020,6,-24.16551724137931
Rwanda,2020,7,-12.033112582781458
Rwanda,2020,8,-11.115384615384615
Rwanda,2020,9,9.608247422680412
Rwanda,2020,10,8.629139072847682
Rwanda,2020,11,10.780821917808218
Rwanda,2020,12,11.966666666666667
Rwanda,2021,1,-26.730263157894736
Rwanda,2021,2,-30.138686131386862
Rwanda,2021,3,-7.108108108108108
Saudi Arabia,2020,2,-2.9952380952380953
Saudi Arabia,2020,3,-23.0
Saudi Arabia,2020,4,-55.84047619047619
Saudi Arabia,2020,5,-50.97235023041475
Saudi Arabia,2020,6,-22.04047619047619
Saudi Arabia,2020,7,-10.921658986175116
Saudi Arabia,2020,8,-13.408963585434174
Saudi Arabia,2020,9,-15.642076502732241
Saudi Arabia,2020,10,-15.852534562211982
Saudi Arabia,2020,11,-15.111904761904762
Saudi Arabia,2020,12,-14.410138248847927
Saudi Arabia,2021,1,-14.573732718894009
Saudi Arabia,2021,2,-9.308673469387756
Saudi Arabia,2021,3,-0.9285714285714286
Senegal,2020,2,-3.2888888888888888
Senegal,2020,3,-20.306306306306308
Senegal,2020,4,-42.488188976377955
Senegal,2020,5,-39.67424242424242
Senegal,2020,6,-24.660714285714285
Senegal,2020,7,-13.376237623762377
Senegal,2020,8,-21.08433734939759
Senegal,2020,9,-19.214285714285715
Senegal,2020,10,-25.682926829268293
Senegal,2020,11,-18.904347826086955
Senegal,2020,12,-16.4
Senegal,2021,1,-24.87704918032787
Senegal,2021,2,-25.491071428571427
Senegal,2021,3,-23.011494252873565
Slovakia,2020,2,5.33926453143535
Slovakia,2020,3,-41.525220680958384
Slovakia,2020,4,-66.48124557678697
Slovakia,2020,5,-41.57005494505494
Slovakia,2020,6,-9.010921501706484
Slovakia,2020,7,3.8126944617299316
Slovakia,2020,8,8.990224828934506
Slovakia,2020,9,0.18218954248366012
Slovakia,2020,10,-28.944891640866874
Slovakia,2020,11,-32.23493568043331
Slovakia,2020,12,-39.15782580222659
Slovakia,2021,1,-63.8172255095332
Slovakia,2021,2,-53.99502840909091
Slovakia,2021,3,-49.90252393385553
Slovenia,2020,2,3.9115646258503403
Slovenia,2020,3,-44.12379875635953
Slovenia,2020,4,-70.98681318681318
Slovenia,2020,5,-25.781176470588235
Slovenia,2020,6,-4.824324324324325
Slovenia,2020,7,-4.589856670341786
Slovenia,2020,8,-6.447368421052632
Slovenia,2020,9,-3.102409638554217
Slovenia,2020,10,-30.186666666666667
Slovenia,2020,11,-61.056179775280896
Slovenia,2020,12,-56.92087912087912
Slovenia,2021,1,-63.00219538968167
Slovenia,2021,2,-45.707581227436826
Slovenia,2021,3,-36.72255192878338
South Africa,2020,2,-3.7733333333333334
South Africa,2020,3,-16.05483870967742
South Africa,2020,4,-70.82333333333334
South Africa,2020,5,-48.08709677419355
South Africa,2020,6,-30.19
South Africa,2020,7,-25.941935483870967
South Africa,2020,8,-19.892617449664428
South Africa,2020,9,-16.20618556701031
South Africa,2020,10,-14.6
South Africa,2020,11,-12.93
South Africa,2020,12,-5.709677419354839
South Africa,2021,1,-28.174193548387098
South Africa,2021,2,-15.667857142857143
South Africa,2021,3,-11.682608695652174
South Korea,2020,2,-19.066666666666666
South Korea,2020,3,-22.85483870967742
South Korea,2020,4,-13.683333333333334
South Korea,2020,5,-6.032258064516129
South Korea,2020,6,-6.15
South Korea,2020,7,-6.064516129032258
South Korea,2020,8,-14.306451612903226
South Korea,2020,9,-20.0
South Korea,2020,10,-12.0
South Korea,2020,11,-14.45
South Korea,2020,12,-26.096774193548388
South Korea,2021,1,-25.096774193548388
South Korea,2021,2,-11.839285714285714
South Korea,2021,3,-4.608695652173913
Spain,2020,2,2.64021164021164
Spain,2020,3,-51.58832565284178
Spain,2020,4,-89.0121693121693
Spain,2020,5,-65.40501792114695
Spain,2020,6,-27.88835978835979
Spain,2020,7,-12.285714285714286
Spain,2020,8,-7.021443514644352
Spain,2020,9,-17.19924812030075
Spain,2020,10,-26.925755248335893
Spain,2020,11,-39.52910052910053
Spain,2020,12,-29.114183307731693
Spain,2021,1,-45.92268305171531
Spain,2021,2,-45.386054421768705
Spain,2021,3,-32.77087646652864
Sri Lanka,2020,2,1.8666666666666667
Sri Lanka,2020,3,-35.96774193548387
Sri Lanka,2020,4,-78.66666666666667
Sri Lanka,2020,5,-60.03225806451613
Sri Lanka,2020,6,-27.666666666666668
Sri Lanka,2020,7,-15.612903225806452
Sri Lanka,2020,8,-12.0
Sri Lanka,2020,9,-10.666666666666666
Sri Lanka,2020,10,-36.354838709677416
Sri Lanka,2020,11,-50.63333333333333
Sri Lanka,2020,12,-30.967741935483872
Sri Lanka,2021,1,-30.870967741935484
Sri Lanka,2021,2,-26.035714285714285
Sri Lanka,2021,3,-17.17391304347826
Sweden,2020,2,3.090357792601577
Sweden,2020,3,-12.142256902761105
Sweden,2020,4,-15.30958549222798
Sweden,2020,5,-7.105344934742075
Sweden,2020,6,3.458212326556954
Sweden,2020,7,12.829033260801989
Sweden,2020,8,3.269170579029734
Sweden,2020,9,-1.854770017035775
Sweden,2020,10,-3.4858906525573192
Sweden,2020,11,-16.787192755498058
Sweden,2020,12,-20.47359896339488
Sweden,2021,1,-30.10494026477236
Sweden,2021,2,-21.019690576652604
Sweden,2021,3,-17.99402985074627
Switzerland,2020,2,2.2757731958762886
Switzerland,2020,3,-36.83437110834371
Switzerland,2020,4,-73.09350237717908
Switzerland,2020,5,-36.272
Switzerland,2020,6,-15.170886075949367
Switzerland,2020,7,-7.381818181818182
Switzerland,2020,8,-11.121149897330595
Switzerland,2020,9,-7.984761904761905
Switzerland,2020,10,-15.056716417910447
Switzerland,2020,11,-25.949685534591193
Switzerland,2020,12,-28.699846860643184
Switzerland,2021,1,-49.90352220520674
Switzerland,2021,2,-46.598650927487355
Switzerland,2021,3,-34.02669404517454
Taiwan,2020,2,-5.8
Taiwan,2020,3,-10.96774193548387
Taiwan,2020,4,-13.5
Taiwan,2020,5,-10.935483870967742
Taiwan,2020,6,-5.766666666666667
Taiwan,2020,7,-2.838709677419355
Taiwan,2020,8,-3.838709677419355
Taiwan,2020,9,-6.966666666666667
Taiwan,2020,10,-6.354838709677419
Taiwan,2020,11,-8.1
Taiwan,2020,12,-10.0
Taiwan,2021,1,-13.225806451612904
Taiwan,2021,2,-9.821428571428571
Taiwan,2021,3,-12.478260869565217
Tajikistan,2020,2,2.7666666666666666
Tajikistan,2020,3,-2.129032258064516
Tajikistan,2020,4,-11.966666666666667
Tajikistan,2020,5,-44.88709677419355
Tajikistan,2020,6,-23.133333333333333
Tajikistan,2020,7,-13.870967741935484
Tajikistan,2020,8,-4.403225806451613
Tajikistan,2020,9,-2.1
Tajikistan,2020,10,-8.5
Tajikistan,2020,11,-9.083333333333334
Tajikistan,2020,12,-4.741935483870968
Tajikistan,2021,1,-13.516129032258064
Tajikistan,2021,2,-9.410714285714286
Tajikistan,2021,3,-6.782608695652174
Thailand,2020,2,-3.2
Thailand,2020,3,-18.70967741935484
Thailand,2020,4,-47.06666666666667
Thailand,2020,5,-34.25806451612903
Thailand,2020,6,-15.433333333333334
Thailand,2020,7,-4.612903225806452
Thailand,2020,8,-7.612903225806452
Thailand,2020,9,-8.733333333333333
Thailand,2020,10,-11.612903225806452
Thailand,2020,11,-3.9
Thailand,2020,12,-6.0
Thailand,2021,1,-17.741935483870968
Thailand,2021,2,-3.8214285714285716
Thailand,2021,3,3.347826086956522
The Bahamas,2020,2,1.0
The Bahamas,2020,3,-26.831460674157302
The Bahamas,2020,4,-67.31764705882352
The Bahamas,2020,5,-54.96590909090909
The Bahamas,2020,6,-33.804597701149426
The Bahamas,2020,7,-31.651685393258425
The Bahamas,2020,8,-67.26666666666667
The Bahamas,2020,9,-32.98701298701299
The Bahamas,2020,10,-42.50561797752809
The Bahamas,2020,11,-36.858823529411765
The Bahamas,2020,12,-24.943181818181817
The Bahamas,2021,1,-34.95454545454545
The Bahamas,2021,2,-29.8375
The Bahamas,2021,3,-25.651515151515152
Togo,2020,2,-9.766666666666667
Togo,2020,3,-14.241935483870968
Togo,2020,4,-35.583333333333336
Togo,2020,5,-29.193548387096776
Togo,2020,6,-17.883333333333333
Togo,2020,7,-13.629032258064516
Togo,2020,8,-8.686274509803921
Togo,2020,9,-8.365384615384615
Togo,2020,10,-5.403225806451613
Togo,2020,11,-5.35
Togo,2020,12,-2.370967741935484
Togo,2021,1,-8.03225806451613
Togo,2021,2,-6.232142857142857
Togo,2021,3,0.06521739130434782
Trinidad and Tobago,2020,2,7.2
Trinidad and Tobago,2020,3,-18.387096774193548
Trinidad and Tobago,2020,4,-65.6
