name,year,month,retail_and_recreation_percent_change_from_baseline
Trinidad and Tobago,2020,5,-48.16129032258065
Trinidad and Tobago,2020,6,-23.833333333333332
Trinidad and Tobago,2020,7,-11.225806451612904
Trinidad and Tobago,2020,8,-19.516129032258064
Trinidad and Tobago,2020,9,-26.133333333333333
Trinidad and Tobago,2020,10,-25.35483870967742
Trinidad and Tobago,2020,11,-18.233333333333334
Trinidad and Tobago,2020,12,-7.645161290322581
Trinidad and Tobago,2021,1,-25.516129032258064
Trinidad and Tobago,2021,2,-17.214285714285715
Trinidad and Tobago,2021,3,-12.782608695652174
Turkey,2020,2,2.0281299524564185
Turkey,2020,3,-21.70000963669654
Turkey,2020,4,-63.14883625969784
Turkey,2020,5,-55.673895899053626
Turkey,2020,6,-18.156209605250076
Turkey,2020,7,-6.87645755035174
Turkey,2020,8,-9.014544950824213
Turkey,2020,9,-13.071652654034382
Turkey,2020,10,-13.590351045463265
Turkey,2020,11,-26.801938099475922
Turkey,2020,12,-47.54192861978915
Turkey,2021,1,-50.178609316231075
Turkey,2021,2,-41.17969586635254
Turkey,2021,3,-24.911887382690303
Uganda,2020,2,0.5213675213675214
Uganda,2020,3,-10.12448132780083
Uganda,2020,4,-61.75438596491228
Uganda,2020,5,-52.24686192468619
Uganda,2020,6,-34.23012552301255
Uganda,2020,7,-24.725806451612904
Uganda,2020,8,-18.4438202247191
Uganda,2020,9,-21.396984924623116
Uganda,2020,10,-22.396078431372548
Uganda,2020,11,-23.975103734439834
Uganda,2020,12,-20.516528925619834
Uganda,2021,1,-37.01777777777778
Uganda,2021,2,-28.285714285714285
Uganda,2021,3,-23.155172413793103
Ukraine,2020,2,4.3
Ukraine,2020,3,-22.322580645161292
Ukraine,2020,4,-52.03333333333333
Ukraine,2020,5,-32.983870967741936
Ukraine,2020,6,-9.716666666666667
Ukraine,2020,7,-5.129032258064516
Ukraine,2020,8,-3.661290322580645
Ukraine,2020,9,-4.85
Ukraine,2020,10,-11.403225806451612
Ukraine,2020,11,-22.366666666666667
Ukraine,2020,12,-15.516129032258064
Ukraine,2021,1,-37.806451612903224
Ukraine,2021,2,-22.839285714285715
Ukraine,2021,3,-19.52173913043478
United Arab Emirates,2020,2,-1.2916666666666667
United Arab Emirates,2020,3,-19.524193548387096
United Arab Emirates,2020,4,-52.5375
United Arab Emirates,2020,5,-45.48790322580645
United Arab Emirates,2020,6,-30.4875
United Arab Emirates,2020,7,-18.903225806451612
United Arab Emirates,2020,8,-16.61467889908257
United Arab Emirates,2020,9,-17.081818181818182
United Arab Emirates,2020,10,-15.088709677419354
United Arab Emirates,2020,11,-13.008333333333333
United Arab Emirates,2020,12,-7.866935483870968
United Arab Emirates,2021,1,-12.483870967741936
United Arab Emirates,2021,2,-9.254464285714286
United Arab Emirates,2021,3,-2.380434782608696
United States,2020,2,6.1451956711849585
United States,2020,3,-10.379869360233887
United States,2020,4,-34.6886132651552
United States,2020,5,-15.271136297345723
United States,2020,6,-3.024182506443299
United States,2020,7,-2.5861649078047084
United States,2020,8,-4.941094997555809
United States,2020,9,-5.797524973907858
United States,2020,10,-6.575246427752732
United States,2020,11,-13.005763803315181
United States,2020,12,-12.766072049113866
United States,2021,1,-18.736443282243133
United States,2021,2,-17.121149245199128
United States,2021,3,-1.4841560343024471
Uruguay,2020,2,1.8349206349206348
Uruguay,2020,3,-28.66973886328725
Uruguay,2020,4,-53.55863539445629
Uruguay,2020,5,-39.33458646616541
Uruguay,2020,6,-28.865148861646233
Uruguay,2020,7,-25.06576728499157
Uruguay,2020,8,-21.7277628032345
Uruguay,2020,9,-19.2992700729927
Uruguay,2020,10,-21.201058201058203
Uruguay,2020,11,-20.544464609800364
Uruguay,2020,12,-19.312169312169313
Uruguay,2021,1,-31.00506756756757
Uruguay,2021,2,-25.91746641074856
Uruguay,2021,3,-24.673758865248228
Venezuela,2020,2,2.2666666666666666
Venezuela,2020,3,-29.451612903225808
Venezuela,2020,4,-61.233333333333334
Venezuela,2020,5,-51.29032258064516
Venezuela,2020,6,-37.36666666666667
Venezuela,2020,7,-37.45161290322581
Venezuela,2020,8,-37.903225806451616
Venezuela,2020,9,-38.56666666666667
Venezuela,2020,10,-33.58064516129032
Venezuela,2020,11,-24.766666666666666
Venezuela,2020,12,-14.161290322580646
Venezuela,2021,1,-36.16129032258065
Venezuela,2021,2,-25.785714285714285
Venezuela,2021,3,-21.565217391304348
Vietnam,2020,2,-9.855208333333334
Vietnam,2020,3,-19.319556451612904
Vietnam,2020,4,-44.596354166666664
Vietnam,2020,5,-20.307110438729197
Vietnam,2020,6,-15.411887382690303
Vietnam,2020,7,-10.348461926374181
Vietnam,2020,8,-20.084130019120458
Vietnam,2020,9,-14.941356139279169
Vietnam,2020,10,-20.78326612903226
Vietnam,2020,11,-19.634375
Vietnam,2020,12,-16.726814516129032
Vietnam,2021,1,-14.455141129032258
Vietnam,2021,2,-10.065290178571429
Vietnam,2021,3,-12.365489130434783
Yemen,2020,2,4.666666666666667
Yemen,2020,3,-2.903225806451613
Yemen,2020,4,-9.233333333333333
Yemen,2020,5,-10.580645161290322
Yemen,2020,6,-8.7
Yemen,2020,7,7.290322580645161
Yemen,2020,8,9.935483870967742
Yemen,2020,9,22.586206896551722
Yemen,2020,10,23.967741935483872
Yemen,2020,11,26.0
Yemen,2020,12,32.32258064516129
Yemen,2021,1,28.161290322580644
Yemen,2021,2,26.285714285714285
Yemen,2021,3,35.73913043478261
Zambia,2020,2,-3.3666666666666667
Zambia,2020,3,-2.661290322580645
Zambia,2020,4,-21.6
Zambia,2020,5,-13.580645161290322
Zambia,2020,6,-4.416666666666667
Zambia,2020,7,2.2580645161290325
Zambia,2020,8,2.7903225806451615
Zambia,2020,9,5.75
Zambia,2020,10,3.7419354838709675
Zambia,2020,11,5.933333333333334
Zambia,2020,12,11.67741935483871
Zambia,2021,1,-7.17741935483871
Zambia,2021,2,0.30357142857142855
Zambia,2021,3,10.565217391304348
Zimbabwe,2020,2,-2.3733333333333335
Zimbabwe,2020,3,-9.197452229299364
Zimbabwe,2020,4,-65.43037974683544
Zimbabwe,2020,5,-37.294871794871796
Zimbabwe,2020,6,-23.746666666666666
Zimbabwe,2020,7,-20.102564102564102
Zimbabwe,2020,8,-22.702479338842974
Zimbabwe,2020,9,-8.585365853658537
Zimbabwe,2020,10,-3.696774193548387
Zimbabwe,2020,11,-0.06666666666666667
Zimbabwe,2020,12,7.916129032258064
Zimbabwe,2021,1,-36.909677419354836
Zimbabwe,2021,2,-27.07857142857143
Zimbabwe,2021,3,4.48695652173913
